scene_index,filename,threshold,valid_pixels,burn_pixels,predicted_burn_pixels,true_positive,false_positive,false_negative,true_negative,burn_iou,burn_precision,burn_recall,burn_f1,pixel_accuracy,ground_truth_burn_fraction,predicted_burn_fraction,burn_fraction_difference
0,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10SEH.2018190.v1.4_merged.tif,0.4,262144,207373,203710,203309,401,4064,54370,0.9785103044654287,0.9980315153895243,0.9804024631943407,0.9891384464937738,0.9829673767089844,0.7910652160644531,0.7770919799804688,-0.013973236083984375
1,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10SFE.2021166.v1.4_merged.tif,0.4,262144,5542,5199,4938,261,604,256341,0.8509391693951405,0.949798038084247,0.891014074341393,0.9194674611302486,0.9967002868652344,0.02114105224609375,0.019832611083984375,-0.001308441162109375
2,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10SFF.2020215.v1.4_merged.tif,0.4,262144,7010,7476,6573,903,437,254231,0.8306584102110451,0.8792134831460674,0.937660485021398,0.9074968935523954,0.9948883056640625,0.02674102783203125,0.0285186767578125,0.00177764892578125
3,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10SFG.2020185.v1.4_merged.tif,0.4,260375,10107,11762,9833,1929,274,248339,0.8169657693585909,0.835997279374256,0.9728900761848224,0.8992637980703277,0.9915391262602017,0.03881709073451752,0.04517330772923668,0.006356216994719159
4,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10SFG.2020215.v1.4_merged.tif,0.4,262132,26062,29781,23191,6590,2871,229480,0.7102474580423864,0.7787179745475303,0.8898396132299901,0.8305785863939975,0.9639074969862512,0.09942319136923382,0.11361069995269558,0.014187508583461766
5,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10SGD.2018257.v1.4_merged.tif,0.4,262142,5073,6024,4804,1220,269,255849,0.7633878913078023,0.797476759628154,0.9469741770155726,0.8658195908804182,0.9943198724355502,0.01935210687337397,0.02297991165093728,0.0036278047775633072
6,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10SGF.2020217.v1.4_merged.tif,0.4,262138,112644,114423,109998,4425,2646,145069,0.9395997232401404,0.9613277050942556,0.9765100671140939,0.9688594115393254,0.9730256582410791,0.4297125941298095,0.43649909589605473,0.006786501766245234
7,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10SGG.2018187.v1.4_merged.tif,0.4,262144,20930,21928,19791,2137,1139,239077,0.8579789309403043,0.9025446917183509,0.9455805064500716,0.9235615287694247,0.9875030517578125,0.07984161376953125,0.083648681640625,0.00380706787109375
8,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10SGG.2020247.v1.4_merged.tif,0.4,262144,14173,15012,13458,1554,715,246417,0.8557258218350607,0.8964828137490009,0.9495519650038806,0.9222545828336474,0.9913444519042969,0.054065704345703125,0.0572662353515625,0.003200531005859375
9,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TFL.2018215.v1.4_merged.tif,0.4,262144,83821,86856,82342,4514,1479,173809,0.9321559970566593,0.9480289214331767,0.9823552570358264,0.9648868916139842,0.9771385192871094,0.3197517395019531,0.331329345703125,0.011577606201171875
10,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TFM.2018110.v1.4_merged.tif,0.4,262132,10195,23496,1596,21900,8599,230037,0.049727371864776444,0.067926455566905,0.1565473271211378,0.09474340328277582,0.8836502220255443,0.03889261898585446,0.08963423008255383,0.05074161109669938
11,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TFM.2019215.v1.4_merged.tif,0.4,262144,63402,70966,62915,8051,487,190691,0.880508865967839,0.8865513062593354,0.9923188542948171,0.9364580852583948,0.9674301147460938,0.24185943603515625,0.27071380615234375,0.0288543701171875
12,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TFM.2020215.v1.4_merged.tif,0.4,262144,7364,7570,6667,903,697,253877,0.8064594169589936,0.8807133421400264,0.9053503530689843,0.8928619258068835,0.993896484375,0.0280914306640625,0.02887725830078125,0.00078582763671875
13,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TFN.2018175.v1.4_merged.tif,0.4,262144,13365,16317,11118,5199,2247,243580,0.5989010989010989,0.6813752528038243,0.8318742985409652,0.7491408934707904,0.9715957641601562,0.050983428955078125,0.062244415283203125,0.011260986328125
14,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TFP.2019278.v1.4_merged.tif,0.4,262144,9194,3416,3373,43,5821,252907,0.36516184908520083,0.9874121779859485,0.3668696976288884,0.5349722442505948,0.977630615234375,0.03507232666015625,0.013031005859375,-0.02204132080078125
15,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TFQ.2018183.v1.4_merged.tif,0.4,262107,9459,28830,9398,19432,61,233216,0.3252916133051815,0.325979882067291,0.9935511153398879,0.49089816918697277,0.9256296092817056,0.03608831507743021,0.10999324703270039,0.07390493195527018
16,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TFQ.2019305.v1.4_merged.tif,0.4,262109,8943,7004,5186,1818,3757,251348,0.48192547161044513,0.740434037692747,0.5798948898579895,0.6504044647896156,0.9787302229225247,0.03411939307692601,0.026721707381280307,-0.007397685695645705
17,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TFR.2018188.v1.4_merged.tif,0.4,262144,72313,82234,70566,11668,1747,178163,0.8402614877174599,0.8581122163581973,0.9758411350656175,0.9131979268442609,0.9488258361816406,0.2758522033691406,0.31369781494140625,0.037845611572265625
18,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TFR.2020173.v1.4_merged.tif,0.4,262144,4651,111911,3907,108004,744,149489,0.034681106031689675,0.03491167088132534,0.8400344012040422,0.06703728487843379,0.5851593017578125,0.017742156982421875,0.4269065856933594,0.4091644287109375
19,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGK.2019245.v1.4_merged.tif,0.4,262144,11033,14334,10825,3509,208,247602,0.7443955439416862,0.7551974326775499,0.9811474666908366,0.8534710450585407,0.9858207702636719,0.042087554931640625,0.05467987060546875,0.012592315673828125
20,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGK.2020285.v1.4_merged.tif,0.4,262144,179857,186232,178645,7587,1212,74700,0.9530579799833551,0.9592604922891876,0.9932613131543393,0.9759648610037449,0.9664344787597656,0.6861000061035156,0.710418701171875,0.024318695068359375
21,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGL.2018215.v1.4_merged.tif,0.4,262144,9522,13486,9100,4386,422,248236,0.6542996836353178,0.674773839537298,0.955681579500105,0.791029207232267,0.981658935546875,0.03632354736328125,0.05144500732421875,0.0151214599609375
22,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGL.2020265.v1.4_merged.tif,0.4,262144,218991,228105,218179,9926,812,33227,0.9530921687773298,0.9564849521053901,0.9962920850628565,0.9759827866945803,0.9590377807617188,0.8353843688964844,0.8701515197753906,0.03476715087890625
23,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGM.2020215.v1.4_merged.tif,0.4,262144,8591,19722,8403,11319,188,242234,0.4220492214967353,0.4260724064496501,0.978116633686416,0.5935789213435524,0.9561042785644531,0.032772064208984375,0.07523345947265625,0.042461395263671875
24,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGR.2018215.v1.4_merged.tif,0.4,262144,6981,9407,6775,2632,206,252531,0.7047747841464683,0.7202083554799618,0.9704913336198252,0.8268245057359043,0.9891738891601562,0.026630401611328125,0.035884857177734375,0.00925445556640625
25,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGR.2019215.v1.4_merged.tif,0.4,262144,5743,6451,5569,882,174,255519,0.8406037735849057,0.863277011316075,0.9697022462127808,0.9134000328030177,0.9959716796875,0.021907806396484375,0.024608612060546875,0.0027008056640625
26,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGR.2019245.v1.4_merged.tif,0.4,262144,9442,11421,8340,3081,1102,249621,0.6659746067236285,0.7302337798791699,0.8832874391018852,0.7995015098499737,0.9840431213378906,0.03601837158203125,0.043567657470703125,0.007549285888671875
27,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGS.2018245.v1.4_merged.tif,0.4,262076,8207,10573,8096,2477,111,251392,0.7577686259827779,0.7657240139979192,0.9864749603996589,0.8621938232161874,0.9901250019078435,0.031315343640775956,0.04034325920725286,0.009027915566476905
28,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGS.2019215.v1.4_merged.tif,0.4,262144,13654,7453,7029,424,6625,248066,0.49928967182838474,0.9431101569837649,0.5147941995019775,0.6660349647036529,0.9731101989746094,0.05208587646484375,0.028430938720703125,-0.023654937744140625
29,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGS.2020215.v1.4_merged.tif,0.4,261762,35187,42978,34940,8038,247,218537,0.8083285135916715,0.8129740797617385,0.9929803620655355,0.8940062687903793,0.9683491110245185,0.13442363673871685,0.16418731519471888,0.02976367845600203
30,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGT.2018188.v1.4_merged.tif,0.4,262144,33305,36758,32818,3940,487,224899,0.8811384078399785,0.8928124489906959,0.985377570935295,0.9368140102479198,0.9831123352050781,0.12704849243164062,0.14022064208984375,0.013172149658203125
31,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGT.2018285.v1.4_merged.tif,0.4,261864,11730,13049,10867,2182,863,247952,0.7811242093156987,0.8327841213886121,0.9264279624893436,0.8771136849751805,0.9883718265970122,0.04479424434057373,0.049831210093789144,0.005036965753215411
32,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10TGT.2020218.v1.4_merged.tif,0.4,262010,12271,11967,10380,1587,1891,248152,0.7490258334536009,0.8673853096014038,0.8458968299242116,0.8565063124020134,0.9867256974924621,0.04683409030189688,0.04567382924315866,-0.0011602610587382184
33,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T10UGV.2020218.v1.4_merged.tif,0.4,262144,9227,11319,9057,2262,170,250655,0.7883192619026895,0.8001590246488206,0.9815758101224666,0.8816314611116518,0.99072265625,0.035198211669921875,0.043178558349609375,0.0079803466796875
34,C:\Users\user\Desktop\Satq_Prithvi\datasets\hls_burn_scars\extracted\validation\subsetted_512x512_HLS.S30.T11SKU.2019002.v1.4_merged.tif,0.4,261966,12444,11418,1558,9860,10886,239662,0.06985294117647059,0.13645121737607288,0.125200900032144,0.13058419243986255,0.9208065168762358,0.04750234763289893,0.04358580884542269,-0.003916538787476241
